instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
214078469,836244,BANKEX26MAR76100CE,BANKEX,0.0,2026-03-25,76100.0,0.05,30,CE,BFO-OPT,BFO
214098437,836322,BANKEX26MAR76000CE,BANKEX,0.0,2026-03-25,76000.0,0.05,30,CE,BFO-OPT,BFO
214183941,836656,BANKEX26MAR76000PE,BANKEX,0.0,2026-03-25,76000.0,0.05,30,PE,BFO-OPT,BFO
214076421,836236,BANKEX26MAR75900CE,BANKEX,0.0,2026-03-25,75900.0,0.05,30,CE,BFO-OPT,BFO
214164229,836579,BANKEX26MAR75900PE,BANKEX,0.0,2026-03-25,75900.0,0.05,30,PE,BFO-OPT,BFO
213474565,833885,BANKEX26MAR75800PE,BANKEX,0.0,2026-03-25,75800.0,0.05,30,PE,BFO-OPT,BFO
213824261,835251,BANKEX26MAR75800CE,BANKEX,0.0,2026-03-25,75800.0,0.05,30,CE,BFO-OPT,BFO
213560581,834221,BANKEX26MAR75700PE,BANKEX,0.0,2026-03-25,75700.0,0.05,30,PE,BFO-OPT,BFO
213916677,835612,BANKEX26MAR75700CE,BANKEX,0.0,2026-03-25,75700.0,0.05,30,CE,BFO-OPT,BFO
211633925,826695,BANKEX26MAR75600CE,BANKEX,0.0,2026-03-25,75600.0,0.05,30,CE,BFO-OPT,BFO
212021765,828210,BANKEX26MAR75600PE,BANKEX,0.0,2026-03-25,75600.0,0.05,30,PE,BFO-OPT,BFO
211058949,824449,BANKEX26MAR75500CE,BANKEX,0.0,2026-03-25,75500.0,0.05,30,CE,BFO-OPT,BFO
211449605,825975,BANKEX26MAR75500PE,BANKEX,0.0,2026-03-25,75500.0,0.05,30,PE,BFO-OPT,BFO
211514117,826227,BANKEX26MAR75400CE,BANKEX,0.0,2026-03-25,75400.0,0.05,30,CE,BFO-OPT,BFO
211902725,827745,BANKEX26MAR75400PE,BANKEX,0.0,2026-03-25,75400.0,0.05,30,PE,BFO-OPT,BFO
211341317,825552,BANKEX26MAR75300PE,BANKEX,0.0,2026-03-25,75300.0,0.05,30,PE,BFO-OPT,BFO
211969285,828005,BANKEX26MAR75300CE,BANKEX,0.0,2026-03-25,75300.0,0.05,30,CE,BFO-OPT,BFO
211402757,825792,BANKEX26MAR75200CE,BANKEX,0.0,2026-03-25,75200.0,0.05,30,CE,BFO-OPT,BFO
211788293,827298,BANKEX26MAR75200PE,BANKEX,0.0,2026-03-25,75200.0,0.05,30,PE,BFO-OPT,BFO
211846149,827524,BANKEX26MAR75100CE,BANKEX,0.0,2026-03-25,75100.0,0.05,30,CE,BFO-OPT,BFO
212240133,829063,BANKEX26MAR75100PE,BANKEX,0.0,2026-03-25,75100.0,0.05,30,PE,BFO-OPT,BFO
211288581,825346,BANKEX26MAR75000CE,BANKEX,0.0,2026-03-25,75000.0,0.05,30,CE,BFO-OPT,BFO
211676933,826863,BANKEX26MAR75000PE,BANKEX,0.0,2026-03-25,75000.0,0.05,30,PE,BFO-OPT,BFO
212045829,828304,BANKEX26MAR74900CE,BANKEX,0.0,2026-03-25,74900.0,0.05,30,CE,BFO-OPT,BFO
212571141,830356,BANKEX26MAR74900PE,BANKEX,0.0,2026-03-25,74900.0,0.05,30,PE,BFO-OPT,BFO
211047429,824404,BANKEX26MAR74800PE,BANKEX,0.0,2026-03-25,74800.0,0.05,30,PE,BFO-OPT,BFO
212630277,830587,BANKEX26MAR74800CE,BANKEX,0.0,2026-03-25,74800.0,0.05,30,CE,BFO-OPT,BFO
211111685,824655,BANKEX26MAR74700CE,BANKEX,0.0,2026-03-25,74700.0,0.05,30,CE,BFO-OPT,BFO
212325893,829398,BANKEX26MAR74700PE,BANKEX,0.0,2026-03-25,74700.0,0.05,30,PE,BFO-OPT,BFO
212514565,830135,BANKEX26MAR74600CE,BANKEX,0.0,2026-03-25,74600.0,0.05,30,CE,BFO-OPT,BFO
212910597,831682,BANKEX26MAR74600PE,BANKEX,0.0,2026-03-25,74600.0,0.05,30,PE,BFO-OPT,BFO
210990597,824182,BANKEX26MAR74500CE,BANKEX,0.0,2026-03-25,74500.0,0.05,30,CE,BFO-OPT,BFO
212204037,828922,BANKEX26MAR74500PE,BANKEX,0.0,2026-03-25,74500.0,0.05,30,PE,BFO-OPT,BFO
212267013,829168,BANKEX26MAR74400CE,BANKEX,0.0,2026-03-25,74400.0,0.05,30,CE,BFO-OPT,BFO
212791045,831215,BANKEX26MAR74400PE,BANKEX,0.0,2026-03-25,74400.0,0.05,30,PE,BFO-OPT,BFO
211275269,825294,BANKEX26MAR74300PE,BANKEX,0.0,2026-03-25,74300.0,0.05,30,PE,BFO-OPT,BFO
212853253,831458,BANKEX26MAR74300CE,BANKEX,0.0,2026-03-25,74300.0,0.05,30,CE,BFO-OPT,BFO
212149509,828709,BANKEX26MAR74200CE,BANKEX,0.0,2026-03-25,74200.0,0.05,30,CE,BFO-OPT,BFO
212669957,830742,BANKEX26MAR74200PE,BANKEX,0.0,2026-03-25,74200.0,0.05,30,PE,BFO-OPT,BFO
211157509,824834,BANKEX26MAR74100PE,BANKEX,0.0,2026-03-25,74100.0,0.05,30,PE,BFO-OPT,BFO
212727301,830966,BANKEX26MAR74100CE,BANKEX,0.0,2026-03-25,74100.0,0.05,30,CE,BFO-OPT,BFO
211220997,825082,BANKEX26MAR74000CE,BANKEX,0.0,2026-03-25,74000.0,0.05,30,CE,BFO-OPT,BFO
212556037,830297,BANKEX26MAR74000PE,BANKEX,0.0,2026-03-25,74000.0,0.05,30,PE,BFO-OPT,BFO
211355141,825606,BANKEX26MAR73900PE,BANKEX,0.0,2026-03-25,73900.0,0.05,30,PE,BFO-OPT,BFO
211979781,828046,BANKEX26MAR73900CE,BANKEX,0.0,2026-03-25,73900.0,0.05,30,CE,BFO-OPT,BFO
211413253,825833,BANKEX26MAR73800CE,BANKEX,0.0,2026-03-25,73800.0,0.05,30,CE,BFO-OPT,BFO
211800325,827345,BANKEX26MAR73800PE,BANKEX,0.0,2026-03-25,73800.0,0.05,30,PE,BFO-OPT,BFO
211855109,827559,BANKEX26MAR73700CE,BANKEX,0.0,2026-03-25,73700.0,0.05,30,CE,BFO-OPT,BFO
212252677,829112,BANKEX26MAR73700PE,BANKEX,0.0,2026-03-25,73700.0,0.05,30,PE,BFO-OPT,BFO
211301893,825398,BANKEX26MAR73600CE,BANKEX,0.0,2026-03-25,73600.0,0.05,30,CE,BFO-OPT,BFO
211688709,826909,BANKEX26MAR73600PE,BANKEX,0.0,2026-03-25,73600.0,0.05,30,PE,BFO-OPT,BFO
211748101,827141,BANKEX26MAR73500CE,BANKEX,0.0,2026-03-25,73500.0,0.05,30,CE,BFO-OPT,BFO
212137733,828663,BANKEX26MAR73500PE,BANKEX,0.0,2026-03-25,73500.0,0.05,30,PE,BFO-OPT,BFO
211181061,824926,BANKEX26MAR73400CE,BANKEX,0.0,2026-03-25,73400.0,0.05,30,CE,BFO-OPT,BFO
211573765,826460,BANKEX26MAR73400PE,BANKEX,0.0,2026-03-25,73400.0,0.05,30,PE,BFO-OPT,BFO
211632389,826689,BANKEX26MAR73300CE,BANKEX,0.0,2026-03-25,73300.0,0.05,30,CE,BFO-OPT,BFO
212020741,828206,BANKEX26MAR73300PE,BANKEX,0.0,2026-03-25,73300.0,0.05,30,PE,BFO-OPT,BFO
211448581,825971,BANKEX26MAR73200PE,BANKEX,0.0,2026-03-25,73200.0,0.05,30,PE,BFO-OPT,BFO
212083205,828450,BANKEX26MAR73200CE,BANKEX,0.0,2026-03-25,73200.0,0.05,30,CE,BFO-OPT,BFO
211513093,826223,BANKEX26MAR73100CE,BANKEX,0.0,2026-03-25,73100.0,0.05,30,CE,BFO-OPT,BFO
211901701,827741,BANKEX26MAR73100PE,BANKEX,0.0,2026-03-25,73100.0,0.05,30,PE,BFO-OPT,BFO
211968005,828000,BANKEX26MAR73000CE,BANKEX,0.0,2026-03-25,73000.0,0.05,30,CE,BFO-OPT,BFO
212485381,830021,BANKEX26MAR73000PE,BANKEX,0.0,2026-03-25,73000.0,0.05,30,PE,BFO-OPT,BFO
211288325,825345,BANKEX26MAR72900PE,BANKEX,0.0,2026-03-25,72900.0,0.05,30,PE,BFO-OPT,BFO
212866565,831510,BANKEX26MAR72900CE,BANKEX,0.0,2026-03-25,72900.0,0.05,30,CE,BFO-OPT,BFO
212159493,828748,BANKEX26MAR72800CE,BANKEX,0.0,2026-03-25,72800.0,0.05,30,CE,BFO-OPT,BFO
212680965,830785,BANKEX26MAR72800PE,BANKEX,0.0,2026-03-25,72800.0,0.05,30,PE,BFO-OPT,BFO
211169029,824879,BANKEX26MAR72700PE,BANKEX,0.0,2026-03-25,72700.0,0.05,30,PE,BFO-OPT,BFO
212738565,831010,BANKEX26MAR72700CE,BANKEX,0.0,2026-03-25,72700.0,0.05,30,CE,BFO-OPT,BFO
212045061,828301,BANKEX26MAR72600CE,BANKEX,0.0,2026-03-25,72600.0,0.05,30,CE,BFO-OPT,BFO
212569605,830350,BANKEX26MAR72600PE,BANKEX,0.0,2026-03-25,72600.0,0.05,30,PE,BFO-OPT,BFO
211046405,824400,BANKEX26MAR72500PE,BANKEX,0.0,2026-03-25,72500.0,0.05,30,PE,BFO-OPT,BFO
212629253,830583,BANKEX26MAR72500CE,BANKEX,0.0,2026-03-25,72500.0,0.05,30,CE,BFO-OPT,BFO
211110917,824652,BANKEX26MAR72400CE,BANKEX,0.0,2026-03-25,72400.0,0.05,30,CE,BFO-OPT,BFO
212324357,829392,BANKEX26MAR72400PE,BANKEX,0.0,2026-03-25,72400.0,0.05,30,PE,BFO-OPT,BFO
212513541,830131,BANKEX26MAR72300CE,BANKEX,0.0,2026-03-25,72300.0,0.05,30,CE,BFO-OPT,BFO
212909317,831677,BANKEX26MAR72300PE,BANKEX,0.0,2026-03-25,72300.0,0.05,30,PE,BFO-OPT,BFO
210990085,824180,BANKEX26MAR72200CE,BANKEX,0.0,2026-03-25,72200.0,0.05,30,CE,BFO-OPT,BFO
211389445,825740,BANKEX26MAR72200PE,BANKEX,0.0,2026-03-25,72200.0,0.05,30,PE,BFO-OPT,BFO
212265989,829164,BANKEX26MAR72100CE,BANKEX,0.0,2026-03-25,72100.0,0.05,30,CE,BFO-OPT,BFO
212789509,831209,BANKEX26MAR72100PE,BANKEX,0.0,2026-03-25,72100.0,0.05,30,PE,BFO-OPT,BFO
211274501,825291,BANKEX26MAR72000PE,BANKEX,0.0,2026-03-25,72000.0,0.05,30,PE,BFO-OPT,BFO
212852485,831455,BANKEX26MAR72000CE,BANKEX,0.0,2026-03-25,72000.0,0.05,30,CE,BFO-OPT,BFO
211645957,826742,BANKEX26MAR71900CE,BANKEX,0.0,2026-03-25,71900.0,0.05,30,CE,BFO-OPT,BFO
212031493,828248,BANKEX26MAR71900PE,BANKEX,0.0,2026-03-25,71900.0,0.05,30,PE,BFO-OPT,BFO
211070213,824493,BANKEX26MAR71800CE,BANKEX,0.0,2026-03-25,71800.0,0.05,30,CE,BFO-OPT,BFO
211462661,826026,BANKEX26MAR71800PE,BANKEX,0.0,2026-03-25,71800.0,0.05,30,PE,BFO-OPT,BFO
211527173,826278,BANKEX26MAR71700CE,BANKEX,0.0,2026-03-25,71700.0,0.05,30,CE,BFO-OPT,BFO
211912965,827785,BANKEX26MAR71700PE,BANKEX,0.0,2026-03-25,71700.0,0.05,30,PE,BFO-OPT,BFO
211353093,825598,BANKEX26MAR71600PE,BANKEX,0.0,2026-03-25,71600.0,0.05,30,PE,BFO-OPT,BFO
211979013,828043,BANKEX26MAR71600CE,BANKEX,0.0,2026-03-25,71600.0,0.05,30,CE,BFO-OPT,BFO
211412229,825829,BANKEX26MAR71500CE,BANKEX,0.0,2026-03-25,71500.0,0.05,30,CE,BFO-OPT,BFO
211799045,827340,BANKEX26MAR71500PE,BANKEX,0.0,2026-03-25,71500.0,0.05,30,PE,BFO-OPT,BFO
211853317,827552,BANKEX26MAR71400CE,BANKEX,0.0,2026-03-25,71400.0,0.05,30,CE,BFO-OPT,BFO
212251909,829109,BANKEX26MAR71400PE,BANKEX,0.0,2026-03-25,71400.0,0.05,30,PE,BFO-OPT,BFO
211300613,825393,BANKEX26MAR71300CE,BANKEX,0.0,2026-03-25,71300.0,0.05,30,CE,BFO-OPT,BFO
211688453,826908,BANKEX26MAR71300PE,BANKEX,0.0,2026-03-25,71300.0,0.05,30,PE,BFO-OPT,BFO
211747333,827138,BANKEX26MAR71200CE,BANKEX,0.0,2026-03-25,71200.0,0.05,30,CE,BFO-OPT,BFO
212136965,828660,BANKEX26MAR71200PE,BANKEX,0.0,2026-03-25,71200.0,0.05,30,PE,BFO-OPT,BFO
211572485,826455,BANKEX26MAR71100PE,BANKEX,0.0,2026-03-25,71100.0,0.05,30,PE,BFO-OPT,BFO
212196869,828894,BANKEX26MAR71100CE,BANKEX,0.0,2026-03-25,71100.0,0.05,30,CE,BFO-OPT,BFO
211631365,826685,BANKEX26MAR71000CE,BANKEX,0.0,2026-03-25,71000.0,0.05,30,CE,BFO-OPT,BFO
212019205,828200,BANKEX26MAR71000PE,BANKEX,0.0,2026-03-25,71000.0,0.05,30,PE,BFO-OPT,BFO
212525317,830177,BANKEX26MAR70900CE,BANKEX,0.0,2026-03-25,70900.0,0.05,30,CE,BFO-OPT,BFO
212922117,831727,BANKEX26MAR70900PE,BANKEX,0.0,2026-03-25,70900.0,0.05,30,PE,BFO-OPT,BFO
211003141,824231,BANKEX26MAR70800CE,BANKEX,0.0,2026-03-25,70800.0,0.05,30,CE,BFO-OPT,BFO
212214533,828963,BANKEX26MAR70800PE,BANKEX,0.0,2026-03-25,70800.0,0.05,30,PE,BFO-OPT,BFO
212279813,829218,BANKEX26MAR70700CE,BANKEX,0.0,2026-03-25,70700.0,0.05,30,CE,BFO-OPT,BFO
212802821,831261,BANKEX26MAR70700PE,BANKEX,0.0,2026-03-25,70700.0,0.05,30,PE,BFO-OPT,BFO
211287045,825340,BANKEX26MAR70600PE,BANKEX,0.0,2026-03-25,70600.0,0.05,30,PE,BFO-OPT,BFO
212866053,831508,BANKEX26MAR70600CE,BANKEX,0.0,2026-03-25,70600.0,0.05,30,CE,BFO-OPT,BFO
212158725,828745,BANKEX26MAR70500CE,BANKEX,0.0,2026-03-25,70500.0,0.05,30,CE,BFO-OPT,BFO
212680197,830782,BANKEX26MAR70500PE,BANKEX,0.0,2026-03-25,70500.0,0.05,30,PE,BFO-OPT,BFO
211168261,824876,BANKEX26MAR70400PE,BANKEX,0.0,2026-03-25,70400.0,0.05,30,PE,BFO-OPT,BFO
212738053,831008,BANKEX26MAR70400CE,BANKEX,0.0,2026-03-25,70400.0,0.05,30,CE,BFO-OPT,BFO
211233541,825131,BANKEX26MAR70300CE,BANKEX,0.0,2026-03-25,70300.0,0.05,30,CE,BFO-OPT,BFO
212568837,830347,BANKEX26MAR70300PE,BANKEX,0.0,2026-03-25,70300.0,0.05,30,PE,BFO-OPT,BFO
211045381,824396,BANKEX26MAR70200PE,BANKEX,0.0,2026-03-25,70200.0,0.05,30,PE,BFO-OPT,BFO
212628485,830580,BANKEX26MAR70200CE,BANKEX,0.0,2026-03-25,70200.0,0.05,30,CE,BFO-OPT,BFO
211109893,824648,BANKEX26MAR70100CE,BANKEX,0.0,2026-03-25,70100.0,0.05,30,CE,BFO-OPT,BFO
211496709,826159,BANKEX26MAR70100PE,BANKEX,0.0,2026-03-25,70100.0,0.05,30,PE,BFO-OPT,BFO
212512773,830128,BANKEX26MAR70000CE,BANKEX,0.0,2026-03-25,70000.0,0.05,30,CE,BFO-OPT,BFO
212908037,831672,BANKEX26MAR70000PE,BANKEX,0.0,2026-03-25,70000.0,0.05,30,PE,BFO-OPT,BFO
211325957,825492,BANKEX26MAR69900PE,BANKEX,0.0,2026-03-25,69900.0,0.05,30,PE,BFO-OPT,BFO
212906501,831666,BANKEX26MAR69900CE,BANKEX,0.0,2026-03-25,69900.0,0.05,30,CE,BFO-OPT,BFO
211386629,825729,BANKEX26MAR69800CE,BANKEX,0.0,2026-03-25,69800.0,0.05,30,CE,BFO-OPT,BFO
211773445,827240,BANKEX26MAR69800PE,BANKEX,0.0,2026-03-25,69800.0,0.05,30,PE,BFO-OPT,BFO
211207685,825030,BANKEX26MAR69700PE,BANKEX,0.0,2026-03-25,69700.0,0.05,30,PE,BFO-OPT,BFO
212786181,831196,BANKEX26MAR69700CE,BANKEX,0.0,2026-03-25,69700.0,0.05,30,CE,BFO-OPT,BFO
211273221,825286,BANKEX26MAR69600CE,BANKEX,0.0,2026-03-25,69600.0,0.05,30,CE,BFO-OPT,BFO
211660805,826800,BANKEX26MAR69600PE,BANKEX,0.0,2026-03-25,69600.0,0.05,30,PE,BFO-OPT,BFO
211087365,824560,BANKEX26MAR69500PE,BANKEX,0.0,2026-03-25,69500.0,0.05,30,PE,BFO-OPT,BFO
211724293,827048,BANKEX26MAR69500CE,BANKEX,0.0,2026-03-25,69500.0,0.05,30,CE,BFO-OPT,BFO
211154437,824822,BANKEX26MAR69400CE,BANKEX,0.0,2026-03-25,69400.0,0.05,30,CE,BFO-OPT,BFO
211542789,826339,BANKEX26MAR69400PE,BANKEX,0.0,2026-03-25,69400.0,0.05,30,PE,BFO-OPT,BFO
211604485,826580,BANKEX26MAR69300CE,BANKEX,0.0,2026-03-25,69300.0,0.05,30,CE,BFO-OPT,BFO
211994629,828104,BANKEX26MAR69300PE,BANKEX,0.0,2026-03-25,69300.0,0.05,30,PE,BFO-OPT,BFO
211032325,824345,BANKEX26MAR69200CE,BANKEX,0.0,2026-03-25,69200.0,0.05,30,CE,BFO-OPT,BFO
211425029,825879,BANKEX26MAR69200PE,BANKEX,0.0,2026-03-25,69200.0,0.05,30,PE,BFO-OPT,BFO
211482629,826104,BANKEX26MAR69100CE,BANKEX,0.0,2026-03-25,69100.0,0.05,30,CE,BFO-OPT,BFO
211871237,827622,BANKEX26MAR69100PE,BANKEX,0.0,2026-03-25,69100.0,0.05,30,PE,BFO-OPT,BFO
211314437,825447,BANKEX26MAR69000PE,BANKEX,0.0,2026-03-25,69000.0,0.05,30,PE,BFO-OPT,BFO
211938565,827885,BANKEX26MAR69000CE,BANKEX,0.0,2026-03-25,69000.0,0.05,30,CE,BFO-OPT,BFO
211684357,826892,BANKEX26MAR68900CE,BANKEX,0.0,2026-03-25,68900.0,0.05,30,CE,BFO-OPT,BFO
212073221,828411,BANKEX26MAR68900PE,BANKEX,0.0,2026-03-25,68900.0,0.05,30,PE,BFO-OPT,BFO
212134405,828650,BANKEX26MAR68800CE,BANKEX,0.0,2026-03-25,68800.0,0.05,30,CE,BFO-OPT,BFO
212656389,830689,BANKEX26MAR68800PE,BANKEX,0.0,2026-03-25,68800.0,0.05,30,PE,BFO-OPT,BFO
211958277,827962,BANKEX26MAR68700PE,BANKEX,0.0,2026-03-25,68700.0,0.05,30,PE,BFO-OPT,BFO
